,text,label
3798,The air traffic of Finland has been in stoppage since then .,negative
4142,"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .",negative
3327,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .",neutral
3650,"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",negative
1218,Through this transaction we are able to participate in developing the industry .,positive
2366,Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,neutral
373,"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .",positive
3695,The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,neutral
2658,Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,neutral
1725,Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,positive
3016,7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,positive
3923,"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications .",neutral
284,The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,positive
1830,"SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority .",positive
19,"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",positive
2180,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",neutral
1936,"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",positive
345,Sales of security and system packaging increased slightly .,positive
1005,"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .",neutral
108,"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive
2294,Valga Lihatoostus markets its products under the Maks & Moorits trademark .,neutral
2310,"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",neutral
3104,Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009 .,neutral
671,"Exports accounted for 65.4 % of net sales , representing an all time record for the company .",positive
2900,"The subject of the project is provide to the company like : Software programming and consultancy services , Computer-related services , Data services , Computer support and consultancy services , Internet services etc. .",neutral
1263,As an overall effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .,neutral
1492,"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",positive
552,The new technology improves the glass quality and consistency while increasing throughput .,positive
1015,"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",neutral
23,Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive
1141,"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",neutral
3193,Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,neutral
2937,"The world of glass is coming to Egypt and we invite Visitors from all around the world to attend Glass World Exhibition 2009 , Register Now at www.glassworldex.com",neutral
4063,"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",negative
676,Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .,positive
1063,However short-term rentals are becoming more popular .,neutral
969,"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .",neutral
874,These companies will be able to keep their market positions .,positive
2909,"The total service concept also includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments .",neutral
927,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",neutral
3680,The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,neutral
216,"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive
3226,Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .,neutral
1659,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",positive
3215,"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",neutral
2935,The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,neutral
3134,"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",neutral
605,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,positive
3373,The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,neutral
175,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive
3175,"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",neutral
1661,"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",positive
2772,The duration of the contract is 37 months .,neutral
3247,Stora Enso will receive a 19.9 pct equity interest in the combined company .,neutral
2475,"Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank .",neutral
3221,"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .",neutral
567,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",positive
2782,The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,neutral
528,We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',positive
2667,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",neutral
1880,Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,positive
2481,"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",neutral
1603,The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,neutral
585,The program 's target is structural cost reductions of about EUR 30mn in 2009 .,positive
467,We have made long-term investments in developing the system 's implementation model .,neutral
3716,The share subscription period will expire on 30 September 2007 .,neutral
3372,"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .",neutral
3055,"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",positive
3091,"Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says .",neutral
125,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive
3690,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",neutral
2485,Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,neutral
4020,"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",negative
570,The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,positive
2368,"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",neutral
202,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive
2549,"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",neutral
3984,"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",neutral
1518,"The company has the poser , who wants to impress people with the latest handset .",neutral
4003,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",negative
1660,"`` In the newly formed company YIT Stavo the local contact network , expertise and market know how of Euro Stavokonsult will be combined with YIT 's housing concept , '' said Juha Kostiainen , Yit 's Vice President , Corporate Communications and Business Development .",positive
3116,"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",neutral
1649,"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks .",neutral
1858,The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .,neutral
2419,"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",neutral
3718,The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,neutral
4092,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",negative
195,"In addition , Kone signed a two-year maintenance contract for the escalators .",positive
3740,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",negative
2665,"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",neutral
4106,"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",negative
1473,"Also , it is bringing in `` the right kind of people '' to upgrade its human resources .",positive
1974,A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,neutral
3770,"The evidentiary hearing in the Investigation is scheduled for April 21 - May 1 , 2008 .",neutral
638,"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",neutral
3785,"zip , '' experts warned Tuesday .",neutral
338,"Profit per share was EUR 1.03 , up from EUR 0.87 .",positive
3222,"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .",neutral
39,"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",positive
1123,Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,neutral
3840,The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative
308,EPS grew to 0.04 eur from 0.02 eur .,positive
2773,The duration of the lay-offs per employee will vary from one to six weeks .,neutral
2173,Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,neutral
1562,"So far the company has awarded more than $ 350,000 worth of tools and materials .",neutral
2616,"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",neutral
2547,Its market share is 6 percent according to AC Nielsen 's 2008 data .,neutral
4032,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",negative
3909,"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",positive
3072,Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,neutral
2078,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",neutral
2955,"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .",neutral
3885,Atria chose the DeLight to attract consumers in the 25-45 age group to its Atria Fresh range of microwaveable meals .,neutral
774,SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,positive
2758,"The contract includes software licences , application maintenance and training .",neutral
1947,The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,neutral
886,"It 's `` finger-friendly '' , and to my opinion , really fast .",neutral
1449,"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",positive
4157,"The antibody , administered at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients .",neutral
1117,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",neutral
1817,"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",positive
2004,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,neutral
1399,"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",neutral
299,Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,neutral
764,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,positive
1591,"Nurminen Logistics provides high-quality logistics services , such as railway transports , terminal services , forwarding , special and heavy transports and medical transports .",neutral
483,"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M .",positive
2970,"Upon establishment , the plan is directed to approximately 20 persons .",neutral
1559,"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .",neutral
2259,The output of the contracts totals 72 MWe .,neutral
1524,Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral
847,Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,positive
1483,Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,positive
2203,The company then said it will focus its resources on clinical research .,neutral
82,Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive
1315,"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",neutral
2535,Investments are not disclosed .,neutral
307,"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",positive
579,Unit costs for flight operations fell by 6.4 percent .,positive
134,South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,positive
1984,Finnish food industry company L+ñnnen Tehtaat is planning changes to its fish product business .,neutral
301,Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,positive
3733,4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,neutral
1054,"Furthermore , our fully electrically driven cranes are environmentally friendly .",positive
3952,"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",negative
3966,"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",positive
2895,The shares subscribed will be eligible for trade on the following day from the registration .,neutral
3845,Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,negative
3164,It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .,neutral
2016,"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",neutral
1515,"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",positive
2946,"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",neutral
1763,"For the fiscal year ending September 30 , 2009 the revenue from these customers was $ 10.012 million or around 11.0 % of the transportation group 's revenue .",neutral
802,This resulted in improved sales figures in Sweden .,positive
3031,"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",neutral
642,RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,negative
2449,Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,neutral
1458,The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,positive
2507,"If needed , she provides also further information on ferry connections and hotels .",neutral
3401,"The Swedish Maritime Administration has closed the Furusund Channel , which Viking Line normally charters en route to Stockholm .",neutral
2009,"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",neutral
997,"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",negative
2291,Two other sites will be included later on .,neutral
3709,The production is to be liquidated before June 2009 and 325 employees loose their jobs .,negative
1489,The new policy was also aimed at making the companies more profitable and competitive .,positive
229,Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,positive
3358,The markets expect Heineken to sell Hartwall as a whole or in parts .,neutral
1400,The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . '',neutral
791,The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,positive
250,Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,positive
1363,"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",neutral
1797,"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",positive
2589,"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",negative
2038,"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",neutral
1090,LSC 's 30 employees will move to Ixonos with their existing status and benefits .,neutral
4188,`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,negative
1667,Both the net sales and operating profit were record high in the company 's history .,positive
3545,Scanfil has also issued a profit warning .,negative
4055,Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,negative
1709,"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",neutral
1164,The first of the two project phases is expected to be completed by the end of 2012 .,neutral
2077,"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .",neutral
2933,The webcast may be followed online on the company website at www.ruukki.com/investors .,neutral
267,The agreement expands Tekla Structures ' scope of use to bridge design .,positive
846,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,positive
3122,"GS Engineering will install the valves at a liquefied natural gas LNG plant it has built for UAE LNG extraction and gas plants operator GASCO in Ruwais , UAE .",neutral
2066,"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland .",neutral
1641,"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .",neutral
514,"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .",positive
1412,"To see more of New Haven Register , or to subscribe to the newspaper .",neutral
1215,The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,neutral
3468,"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .",neutral
3026,"According to Finnish L+ñnnen Tehtaat 's CEO Matti Karppinen , now that L+ñnnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",neutral
3667,Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,neutral
1356,The company had hoped the new plant would be on stream by the end of 2008 .,neutral
1091,Merging the two free sheets will clarify the market situation .,neutral
4161,"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",negative
571,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,positive
2764,The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,neutral
2197,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,neutral
2664,"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral
4193,"Nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be Sanoma News ' main medium .",neutral
223,Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive
1199,"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",neutral
1690,Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive
859,The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,positive
1939,The forecast for 2012 is 3.3 % .,neutral
3430,The value of the three-year contract is estimated at EUR40m .,neutral
728,"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .",positive
1055,GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .,neutral
3977,"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",positive
388,"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .",positive
3493,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,negative
1961,He will report to CapMan Plc 's CEO Heikki Westerlund .,neutral
3100,Financing of the project will come mainly from China .,neutral
2217,The customers will have an access to integrated propeller and gear packages from one source .,neutral
983,"`` I 'm happy with the outcome , '' Sneed said after the hearing .",positive
3879,"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",positive
2783,The financial details of the acquisition were not disclosed .,neutral
1832,"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .",positive
3046,"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .",neutral
3743,Currently the quarterly applied surcharges differ significantly from the actual market prices .,neutral
1252,6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,neutral
504,"Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds .",neutral
1,"Technopolis plans to develop in stages an area of no less than 100,000 square meters in order to host companies working in computer technologies and telecommunications , the statement said .",neutral
4076,Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,negative
2059,Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 .,neutral
263,"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",positive
457,The order also includes start-up and commissioning services .,neutral
3415,"The total value of the project is about EUR53m , including the plots that will be transferred to Atria .",neutral
3989,Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,neutral
3388,"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",neutral
3907,"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",neutral
203,"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive
1700,"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .",neutral
3567,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",positive
103,"Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter .",positive
2286,This release is not an offer of securities for sale into the United States or elsewhere .,neutral
147,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive
264,"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",positive
1253,A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,neutral
2202,The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,positive
3792,"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",negative
2253,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",neutral
2211,"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",neutral
415,"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .",neutral
1847,The company is well positioned in Brazil and Uruguay .,positive
3098,EUR 152.4 mn of this was net interest income .,neutral
2912,"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) .",neutral
2269,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",neutral
2477,"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",neutral
1684,"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .",neutral
2213,The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral
2649,Raisio is the site of the main production plants as well as company headquarters .,neutral
2498,"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",positive
2819,The medium-term operative targets of the company remain unchanged .,neutral
321,Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,positive
988,"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",neutral
4201,"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",negative
3870,"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",positive
2190,The capital structure of Solidium may be complemented by other financial instruments in the future .,neutral
347,"Strongest growth was seen in the new markets in Russia , the Czech Republic , and Slovakia .",positive
298,1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,positive
1950,Name of Company in which holdings have been acquired : Citycon Oyj 2 .,neutral
1037,"Demand seems to have hit bottom now , and some signs of improvement can be seen .",positive
